month,timestamp_date,n_samples,P_best_final,N_conv_98,T_conv_98_seconds,duty_converged,N_conv_duty_stable,T_conv_duty_stable_seconds,duty_mean,duty_std,duty_min,duty_max,duty_range,duty_step_mean,duty_step_max,duty_mean_after_stable,duty_std_after_stable,duty_step_mean_after_stable,duty_range_after_stable,duty_final_mean,duty_final_std,duty_final_range,duty_final_step_mean,duty_saturation_percent,duty_saturation_after_stable_percent,gbest_consistency_violations,gbest_monotonic_violations,stability_score,duty_std_after_conv,P_ripple_after_conv,error_mean,mean_abs_error,max_abs_error,error_saturation_percent,delta_e_mean,mean_abs_delta_e,max_abs_delta_e,delta_e_saturation_percent,std_abs_error
Dec_2022,20221201,3308,295.0,1845,19180.0,0,-1,-1.0,61.12605804111246,7.816005416474109,47.0,75.0,28.0,0.05834340991535671,1.0,48.115,2.6959442831574707,0.055,11.0,48.115,2.6959442831574707,11.0,0.055,0.0,0.0,0,0,6.733578558597819,8.726820464302067,85.66739008275789,0.0009068923821039903,0.0015114873035066505,2.0,0.0,0.0,0.0024183796856106408,2.0,0.0,0.04598300577302581
Dec_2022,20221202,3174,264.0,1217,14840.0,0,-1,-1.0,18.04725897920605,20.816434747833643,0.0,59.0,59.0,0.053245116572148705,1.0,4.555,0.9061348696579612,0.015,3.0,4.555,0.9061348696579612,3.0,0.015,24.889729048519218,0.0,0,0,8.182546143752585,5.9585557603024455,98.25060470483103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dec_2022,20221203,3154,295.0,1448,16220.0,0,-1,-1.0,12.161065313887127,8.967718453055117,0.0,44.0,44.0,0.0818008877615726,1.0,29.435,4.863542456495127,0.09,18.0,29.435,4.863542456495127,18.0,0.09,9.48002536461636,0.0,0,0,5.632678674977063,9.462579589225319,78.56967055656152,-0.0028535193405199747,0.016169942929613188,2.0,0.0,0.0,0.028535193405199746,2.0,0.0,0.13583367577889982
Dec_2022,20221204,3204,304.0,1093,13520.0,0,-1,-1.0,28.171348314606742,14.156466203306891,0.0,50.0,50.0,0.11579275905118602,1.0,1.725,2.532080599191902,0.07,6.0,1.725,2.532080599191902,6.0,0.07,3.932584269662921,63.0,0,0,2.1880841897987504,10.542147594272715,67.24651092322502,0.010611735330836454,0.031835205992509365,3.0,0.0,0.0,0.05493133583021224,5.0,0.0,0.20204450549489245
Dec_2022,20221205,1202,8.0,61,610.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0,0,1.9607843137254901,0.0,0.47510400834904276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dec_2022,20221206,315,16383.0,127,19980.0,1,164,23640.0,5.885714285714286,6.47579661240539,0.0,16.0,16.0,0.12063492063492064,1.0,0.06622516556291391,0.3399779242281363,0.013245033112582781,2.0,0.0,0.0,0.0,0.0,46.98412698412698,96.02649006622516,0,0,2.017492955504927,4.109644711698163,1194.306773793199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dec_2022,20221207,1655,15.0,1425,18660.0,1,1457,19080.0,3.8483383685800603,2.302531718762863,0.0,6.0,6.0,0.0072507552870090634,1.0,0.015151515151515152,0.15858744252502044,0.010101010101010102,2.0,0.0,0.0,0.0,0.0,20.84592145015106,98.98989898989899,0,0,1.966041046907983,1.9053151799813597,0.6386245186873237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dec_2022,20221208,1470,16.0,215,7250.0,1,0,0.0,0.20476190476190476,0.6025624127935213,0.0,2.0,2.0,0.0027210884353741495,1.0,0.20476190476190476,0.6025624127935213,0.0027210884353741495,2.0,0.0,0.0,0.0,0.0,89.52380952380953,89.52380952380953,0,0,2.147434786806058,0.6456874284706802,1.2421982459354668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dec_2022,20221209,2372,55.0,821,17280.0,0,-1,-1.0,4.027403035413154,3.327049956016034,0.0,12.0,12.0,0.03204047217537943,1.0,5.56,1.2980077505943541,0.03,6.0,5.56,1.2980077505943541,6.0,0.03,19.983136593591905,0.0,0,0,7.735143877478151,3.2353618008508245,13.062934219032307,0.0016863406408094434,0.002529510961214165,2.0,0.0,0.0,0.00505902192242833,2.0,0.0,0.058031910440450786
Dec_2022,20221210,3236,136.0,1624,17660.0,0,-1,-1.0,25.98053152039555,8.061390675600771,6.0,38.0,32.0,0.0911619283065513,1.0,24.18,5.686765027888181,0.1,17.0,24.18,5.686765027888181,17.0,0.1,0.0,0.0,0,0,5.409275221984222,5.664972604796037,37.18148416246555,0.00030902348578491963,0.0015451174289245982,2.0,0.0,0.0,0.0030902348578491965,2.0,0.0,0.04649134274118155
Dec_2022,20221211,3120,216.0,1931,22000.0,0,-1,-1.0,7.500961538461539,7.388543359623667,0.0,25.0,25.0,0.09967948717948719,1.0,8.005,2.0434907074309843,0.04,7.0,8.005,2.0434907074309843,7.0,0.04,21.378205128205128,0.0,0,0,7.255056220706688,8.10503716938492,80.38575579437293,-0.002564102564102564,0.027564102564102563,10.0,0.0,0.0,0.04935897435897436,10.0,0.0,0.34144586633071694
Dec_2022,20221212,3051,328.0,1079,13080.0,1,2709,29380.0,17.6125860373648,11.141269855754446,0.0,39.0,39.0,0.07046869878728286,1.0,21.494152046783626,0.9053252426591223,0.017543859649122806,4.0,21.0,0.0,0.0,0.0,7.30907899049492,0.0,0,0,43.050208856206986,7.716435573910584,79.9743810157906,0.0058997050147492625,0.00983284169124877,4.0,0.0,0.0,0.01966568338249754,4.0,0.0,0.15961533139442352
Dec_2022,20221213,2884,376.0,1285,16930.0,0,-1,-1.0,14.41747572815534,12.086624548102987,0.0,43.0,43.0,0.06761442441054091,1.0,4.3,2.393458421631845,0.03,5.0,4.3,2.393458421631845,5.0,0.03,14.251040221914007,0.0,0,0,7.182123648578389,10.11163659872936,96.21611858206943,0.0034674063800277394,0.011789181692094313,8.0,0.0,0.0,0.017337031900138695,8.0,0.0,0.27973475359689637
