month,timestamp_date,n_samples,P_best_final,N_conv_98,T_conv_98_seconds,duty_converged,N_conv_duty_stable,T_conv_duty_stable_seconds,duty_mean,duty_std,duty_min,duty_max,duty_range,duty_step_mean,duty_step_max,duty_mean_after_stable,duty_std_after_stable,duty_step_mean_after_stable,duty_range_after_stable,duty_final_mean,duty_final_std,duty_final_range,duty_final_step_mean,duty_saturation_percent,duty_saturation_after_stable_percent,gbest_consistency_violations,gbest_monotonic_violations,stability_score,duty_std_after_conv,P_ripple_after_conv,error_mean,mean_abs_error,max_abs_error,error_saturation_percent,delta_e_mean,mean_abs_delta_e,max_abs_delta_e,delta_e_saturation_percent,std_abs_error
Mar_2023,20230301,3604,367.0,1287,14840.0,1,2774,29710.0,20.310210876803552,18.042069936808797,0.0,51.0,51.0,0.038013318534961156,1.0,1.7590361445783131,0.6569726498298406,0.012048192771084338,4.0,2.0,0.0,0.0,0.0,2.746947835738069,11.927710843373495,0,0,12.448841076337388,5.950428936389877,63.42503701280328,0.020532741398446172,0.022197558268590455,8.0,0.0,0.0,0.0244173140954495,8.0,0.0,0.3265579219973655
Mar_2023,20230302,3891,408.0,1729,18740.0,0,-1,-1.0,48.31457208943716,11.01915793444298,27.0,71.0,44.0,0.0796710357234644,1.0,38.14,3.634065514104557,0.075,15.0,38.14,3.634065514104557,15.0,0.075,0.0,0.0,0,0,6.169387119385971,7.839757520075484,120.1548791641266,0.09432022616294011,0.12464662040606528,19.0,0.0,0.0,0.22153687997943974,19.0,0.0,1.0846612716970918
Mar_2023,20230303,3947,400.0,1872,19330.0,0,-1,-1.0,26.692931340258426,15.298233343508532,0.0,53.0,53.0,0.0894350139346339,1.0,0.605,1.3741968874317594,0.04,5.0,0.605,1.3741968874317594,5.0,0.04,4.155054471750697,82.0,0,0,1.8547990283299864,6.307423169457371,86.00876053884566,0.003800354699771979,0.022548771218647075,4.0,0.0,0.0,0.042563972637446164,4.0,0.0,0.193005649608833
Mar_2023,20230304,4495,16383.0,3935,45540.0,1,3897,40910.0,28.3230255839822,11.299410278494955,5.0,49.0,44.0,0.07675194660734148,1.0,37.91638795986622,0.3419801388957858,0.0033444816053511705,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0,0,64.71132257478092,0.0,0.0,0.001557285873192436,0.002447163515016685,2.0,0.0,0.0,0.004449388209121246,2.0,0.0,0.05372853935807327
Mar_2023,20230305,3891,16383.0,0,0.0,0,-1,-1.0,52.51837573888461,29.92328424288313,0.0,100.0,100.0,0.08224106913389874,1.0,6.57,3.5479628240731365,0.05,8.0,6.57,3.5479628240731365,8.0,0.05,1.6962220508866617,0.0,0,0,6.4943655951461485,29.92328424288313,1346.1865267586863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mar_2023,20230306,3982,335.0,2428,24970.0,0,-1,-1.0,49.21145153189352,6.115401096637654,38.0,61.0,23.0,0.07508789552988449,1.0,41.145,2.151071954343652,0.045,5.0,41.145,2.151071954343652,5.0,0.045,0.0,0.0,0,0,7.301363510162155,4.005209098041464,68.62568755433595,0.007031642390758413,0.015067805123053743,6.0,0.0,0.0,0.024108488196885988,6.0,0.0,0.17726602418107873
Mar_2023,20230307,4081,408.0,2241,23000.0,1,3819,38780.0,27.543984317569222,20.89999738961774,0.0,63.0,63.0,0.08453810340602794,1.0,13.877862595419847,0.6669298418858133,0.022900763358778626,3.0,13.765,0.4250628094291466,1.0,0.005,2.8424405782896347,0.0,0,0,50.255534182874776,3.836885080021246,96.18541377324185,0.0673854447439353,0.08453810340602794,17.0,0.0,0.0,0.14653271257044842,17.0,0.0,0.7836932351656121
Mar_2023,20230308,3876,384.0,1907,20670.0,0,-1,-1.0,54.710268317853455,7.327150241633566,40.0,66.0,26.0,0.053405572755417956,1.0,58.93,2.9561451198899635,0.035,7.0,58.93,2.9561451198899635,7.0,0.035,0.0,0.0,0,0,6.806821332437359,6.252726822398868,58.86706730483282,0.0046439628482972135,0.0046439628482972135,2.0,0.0,0.0,0.008771929824561403,2.0,0.0,0.07520536814870399
Mar_2023,20230309,4028,344.0,1761,18080.0,0,-1,-1.0,23.151439920556108,12.94426191313753,1.0,63.0,62.0,0.06355511420059583,1.0,27.97,3.7415365129030795,0.065,11.0,27.97,3.7415365129030795,11.0,0.065,0.0,0.0,0,0,6.28672369493396,8.855833685940667,110.3133249006753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mar_2023,20230310,4044,328.0,1659,17160.0,0,-1,-1.0,62.54129574678536,11.357262488462155,48.0,100.0,52.0,0.08704253214638971,1.0,66.42,4.277274292921184,0.085,17.0,66.42,4.277274292921184,17.0,0.085,0.22255192878338279,0.0,0,0,5.860883390058271,9.688874011665034,108.03190759142382,-0.0002472799208704253,0.0002472799208704253,1.0,0.0,0.0,0.0004945598417408506,1.0,0.0,0.015725136593060976
Mar_2023,20230311,3277,352.0,968,9680.0,0,-1,-1.0,76.37107110161733,17.201179588179308,45.0,100.0,55.0,0.08605431797375648,1.0,65.495,10.26874924493126,0.16,28.0,65.495,10.26874924493126,28.0,0.16,18.950259383582548,0.0,0,0,4.127328199614776,14.056148890955633,116.79249616352358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mar_2023,20230312,4036,343.0,1772,18360.0,1,3673,37370.0,28.266600594648168,19.38976810721542,0.0,72.0,72.0,0.09142715559960357,1.0,0.8760330578512396,0.8465423460498246,0.030303030303030304,3.0,1.155,0.8272828929239521,3.0,0.03,6.045589692765114,41.59779614325069,0,0,4.352416287482515,13.966553750805204,110.22662944300782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mar_2023,20230313,3915,359.0,1466,15440.0,0,-1,-1.0,21.30727969348659,18.97345954821041,0.0,56.0,56.0,0.13358876117496807,1.0,2.66,2.737126101677161,0.125,8.0,2.66,2.737126101677161,8.0,0.125,9.83397190293742,14.499999999999998,0,0,4.563683119382285,11.618998432538131,119.00242456602228,0.027586206896551724,0.04240102171136654,12.0,0.0,0.0,0.07305236270753512,12.0,0.0,0.44439432189857664
Mar_2023,20230314,3649,384.0,2377,25170.0,0,-1,-1.0,37.36092080021924,34.19404792046391,0.0,98.0,98.0,0.12195121951219512,1.0,2.595,0.9083504293567338,0.015,3.0,2.595,0.9083504293567338,3.0,0.015,9.564264181967662,6.0,0,0,6.568856209679035,2.1005336550769242,87.9317376681415,0.018635242532200603,0.03453000822143053,5.0,0.0,0.0,0.06029049054535489,6.0,0.0,0.25737436200219344
Mar_2023,20230315,4082,408.0,1574,16190.0,0,-1,-1.0,38.18642822146007,24.918770894396005,3.0,100.0,97.0,0.1408623223909848,1.0,86.085,5.161490085188335,0.075,15.0,86.085,5.161490085188335,15.0,0.075,3.1602155805977463,0.0,0,0,5.638094094135883,30.02095394812581,116.65943285479938,0.10019598236158746,0.1315531602155806,17.0,0.0,0.0,0.2322390984811367,18.0,0.0,1.0484882470752337
Mar_2023,20230316,4090,351.0,1842,19110.0,0,-1,-1.0,67.6679706601467,15.14046972411951,27.0,86.0,59.0,0.07163814180929096,1.0,68.405,2.205742847101105,0.03,6.0,68.405,2.205742847101105,6.0,0.03,0.0,0.0,0,0,7.227656736981941,8.55615285603383,111.86134650900732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mar_2023,20230317,4081,344.0,1666,17530.0,1,3873,39600.0,50.88752756677285,5.581468268093309,39.0,64.0,25.0,0.10414114187699093,1.0,49.53846153846154,0.8389443207941697,0.009615384615384616,2.0,49.6,0.7957171791193958,2.0,0.01,0.0,0.0,0,0,48.814784229101924,6.137005683116791,110.97457184332112,0.00490075961774075,0.017642734623866698,6.0,0.0,0.0,0.028424405782896348,6.0,0.0,0.18572177899458148
Mar_2023,20230318,4101,368.0,1928,20070.0,1,3798,38770.0,65.62253108997805,15.623416431966959,34.0,100.0,66.0,0.09656181419166057,1.0,62.976897689768975,0.5544470541499633,0.019801980198019802,3.0,63.205,0.4047146770865201,1.0,0.02,3.0480370641306997,0.0,0,0,53.35470269285115,12.951433633020217,117.05101203887949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mar_2023,20230319,4098,351.0,1949,20360.0,0,-1,-1.0,63.218887262079065,23.248982163090517,18.0,100.0,82.0,0.12249877989263055,1.0,68.015,3.6813771456402304,0.19,14.0,68.015,3.6813771456402304,14.0,0.19,9.394826744753539,0.0,0,0,6.145761302496397,14.664374204954866,109.62831748482986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mar_2023,20230320,4223,344.0,1781,18570.0,0,-1,-1.0,68.44044518115084,8.054186043838833,49.0,86.0,37.0,0.08240587260241534,1.0,72.165,1.9613796293046526,0.045,9.0,72.165,1.9613796293046526,9.0,0.045,0.0,0.0,0,0,7.190944204433473,6.562581693768722,123.12572662826351,0.000947193937958797,0.0023679848448969927,4.0,0.0,0.0,0.004735969689793985,4.0,0.0,0.07535848346858336
Mar_2023,20230321,4289,335.0,1848,19140.0,0,-1,-1.0,41.069013756120306,14.587899202931677,15.0,68.0,53.0,0.08580088598740965,1.0,23.345,5.099608320756175,0.065,13.0,23.345,5.099608320756175,13.0,0.065,0.0,0.0,0,0,5.725865599926047,14.810292093072405,121.03244995682948,0.00023315458148752622,0.0011657729074376311,3.0,0.0,0.0,0.0023315458148752623,5.0,0.0,0.05504867913494009
