month,timestamp_date,n_samples,P_best_final,N_conv_98,T_conv_98_seconds,duty_std_after_conv,P_ripple_after_conv,mean_abs_error,std_abs_error
May_2023,20230501,4586,1468.0,2982,30830.0,0.5194583221873164,361.62372200756926,6.017880505887484,20.69559472349919
May_2023,20230502,4687,1375.0,2018,21340.0,0.47197488771887525,475.6356010366555,3.753147002346917,14.939166664006489
May_2023,20230503,1212,31.0,0,0.0,0.4147699742890074,0.0,2.067656765676568,4.352970278301642
May_2023,20230504,1904,31.0,0,0.0,0.4104790863905768,0.0,2.0698529411764706,4.421541733075962
May_2023,20230505,1639,31.0,0,0.0,0.4160410391349736,0.0,2.5369127516778525,4.691295343670082
May_2023,20230506,1033,31.0,0,0.0,0.4161156746216082,0.0,2.0125847047434657,4.346302491510636
May_2023,20230507,223,31.0,0,0.0,0.39886316858449367,0.0,1.7847533632286996,4.163152479194393
May_2023,20230509,359,31.0,0,0.0,0.41606075259676595,0.0,2.86908077994429,5.057448402920683
May_2023,20230510,1177,31.0,0,0.0,0.4130879611321514,0.0,1.54035683942226,3.8874835181451077
May_2023,20230511,910,31.0,0,0.0,0.4176731397619129,0.0,1.5307692307692307,3.7905328281924255
May_2023,20230512,71,31.0,0,0.0,0.43582064869274134,0.0,3.507042253521127,5.4612223630052945
May_2023,20230514,95,31.0,0,0.0,0.403512017774244,0.0,1.2105263157894737,3.454552152031956
May_2023,20230515,478,31.0,0,0.0,0.41943437502309,0.0,2.071129707112971,4.281886570133893
May_2023,20230516,1682,31.0,0,0.0,0.4119771156110631,0.0,1.7859690844233056,4.119782144716403
May_2023,20230517,1832,62.0,788,24120.0,0.4126705252581556,0.9594259139147678,1.64028384279476,4.0080440043490455
May_2023,20230518,2145,62.0,1008,21350.0,0.4191531467578748,6.35904751436312,1.563170163170163,4.412799947676512
May_2023,20230519,2056,62.0,903,20300.0,0.42967374969238387,6.256095610887841,2.3292801556420235,7.383353319837958
May_2023,20230520,2237,62.0,1503,31940.0,0.41035231811713757,7.36397931910778,1.9637907912382655,6.174854769105059
May_2023,20230521,1976,62.0,1330,28970.0,0.41635106966872837,2.7188146064741314,2.360323886639676,5.946318907801042
May_2023,20230522,1624,31.0,0,0.0,0.41060570569470917,0.0,2.1403940886699506,4.454880267003293
May_2023,20230523,167,31.0,0,0.0,0.42016483585193953,0.0,1.6946107784431137,4.141637786240276
May_2023,20230524,178,31.0,0,0.0,0.41338612072642533,0.0,2.2752808988764044,4.580424594802607
May_2023,20230525,247,31.0,0,0.0,0.4072594278815008,0.0,1.7165991902834008,4.007189648030637
May_2023,20230526,424,31.0,0,0.0,0.4176123351231756,0.0,1.490566037735849,3.7548903539380203
May_2023,20230527,2055,62.0,1118,29820.0,0.416852023462342,11.373312434040479,1.9829683698296836,8.615004796295064
May_2023,20230528,2881,62.0,1171,23980.0,0.4463216884252339,14.917712991235001,2.955570982297813,11.11593440063467
May_2023,20230529,2383,62.0,1745,55960.0,0.418738461906511,1.2273017528205885,2.088124213176668,4.366572796013521
May_2023,20230530,2193,62.0,1246,33760.0,0.43657338389144434,7.001324855481995,2.121295029639763,5.950745809929702
May_2023,20230531,3152,62.0,1103,20190.0,0.4402826907352854,13.89463853824334,2.1576776649746194,9.059425697599673
