month,timestamp_date,n_samples,P_best_final,N_conv_98,T_conv_98_seconds,duty_std_after_conv,P_ripple_after_conv,mean_abs_error,std_abs_error
Feb_2023,20230201,3405,16384.0,862,9920.0,0.705242019882105,1678.6607274026392,5.4011747430249635,21.737619187166548
Feb_2023,20230202,3468,1156.0,1468,16590.0,0.650539276812198,400.1758117579798,1.217993079584775,7.726004419088237
Feb_2023,20230203,3290,16384.0,510,6180.0,0.669372328628356,7805.137076994053,3.317629179331307,16.64821284802122
Feb_2023,20230204,3301,1593.0,1034,12850.0,0.6915240170262689,381.8606338295241,5.201454104816722,20.538618709421506
Feb_2023,20230205,3264,468.0,993,11540.0,0.6558992709304955,95.66233652021529,1.5909926470588236,8.007485296487731
Feb_2023,20230206,3108,968.0,1443,17960.0,0.6576848609321765,168.47809527739753,1.9954954954954955,10.113643554470062
Feb_2023,20230207,3727,1593.0,1609,17260.0,0.6860960356343406,294.9728454193657,3.492889723638315,16.883195404243953
Feb_2023,20230208,3617,1468.0,1555,16460.0,0.6665249384500971,387.2960191326535,2.980646944982029,15.59511429767197
Feb_2023,20230209,3512,1125.0,1414,15710.0,0.6581197324854638,416.2301301674412,2.394646924829157,12.735114613604484
Feb_2023,20230210,3217,1375.0,1667,18220.0,0.680729014124093,469.13468125826205,3.9853901150139883,18.087012545008584
Feb_2023,20230211,3512,1281.0,1908,20470.0,0.7119449654253416,346.52821642857504,4.357915717539863,18.421835612294927
Feb_2023,20230212,3748,1250.0,2438,25470.0,0.7080055620237168,353.651503236865,4.347652081109925,18.898235820941913
Feb_2023,20230213,3676,16384.0,0,0.0,0.6706818933504951,1740.9454740476074,3.1545157780195865,14.805719018562444
Feb_2023,20230214,3541,1281.0,1501,16040.0,0.6818392049881028,374.41948523212795,3.60350183563965,17.04705449131105
Feb_2023,20230215,3779,1437.0,2092,21930.0,0.706807146959277,274.1913337009375,3.315427361735909,16.60555063706054
Feb_2023,20230216,3840,1562.0,2111,22150.0,0.6519131553833032,279.45932637836404,3.553125,17.075115315489068
Feb_2023,20230217,3767,1218.0,1577,16980.0,0.6807658620302419,410.1766265402234,2.5638439076187947,13.357202877258892
Feb_2023,20230218,3730,1250.0,1722,18420.0,0.7108656348073552,414.76330938197685,4.542627345844504,18.73568621247992
Feb_2023,20230219,3916,1499.0,2207,22620.0,0.7600432216301891,420.4391011587347,5.904494382022472,22.5360575610648
Feb_2023,20230220,3888,1343.0,1754,18730.0,0.6629027641861702,467.65632271584553,1.8768004115226338,9.059929495241077
Feb_2023,20230221,3708,1218.0,1533,16390.0,0.6485775640926495,383.68920623376954,1.5738942826321467,9.357434130174541
Feb_2023,20230222,3845,1250.0,1685,16850.0,0.6560029229901411,440.54059447730987,1.8418725617685305,11.040176587992468
Feb_2023,20230223,3791,1437.0,2205,23040.0,0.705159550066113,429.5616160125355,3.5953574254814034,17.243248675316657
Feb_2023,20230224,3781,1218.0,1566,16620.0,0.6679522312239223,389.24229468799035,1.592964824120603,8.388303977259044
Feb_2023,20230225,3920,1187.0,1518,15780.0,0.7061752027784649,326.7899964076014,6.224744897959184,22.912889609762786
Feb_2023,20230226,3806,1218.0,1550,16530.0,0.661191565031917,393.783555099018,1.4981607987388335,8.526768349287762
Feb_2023,20230227,3799,1593.0,1643,17920.0,0.6802282276531819,369.22719309269274,4.244538036325348,18.702176674535032
Feb_2023,20230228,3757,1375.0,1630,17080.0,0.6960139608414692,484.51079648480913,3.7045515038594625,17.701946399431627
