month,timestamp_date,n_samples,P_best_final,N_conv_98,T_conv_98_seconds,duty_std_after_conv,P_ripple_after_conv,mean_abs_error,std_abs_error
May_2022,20220501,4391,1375.0,2050,23040.0,0.44468379481129017,456.1296385007309,4.307674789341836,17.730553088896507
May_2022,20220502,4699,1437.0,2065,21980.0,0.4282015776307471,489.9025220808507,2.5428814641413067,11.776748575946911
May_2022,20220503,4726,1437.0,2104,22430.0,0.44534277348805695,492.53984764231274,2.4561997460854847,11.122525248531469
May_2022,20220504,4788,1468.0,2176,23050.0,0.5058005757153765,482.1744007183716,6.20718462823726,22.547966524981717
May_2022,20220505,4461,1593.0,1539,16430.0,0.4918881288246678,518.601060287784,5.971755211835911,22.38040683555191
May_2022,20220506,4634,1593.0,1444,15270.0,0.5444416937011578,535.4028589371719,8.21514889943893,25.788922609617302
May_2022,20220507,4507,1468.0,2330,24590.0,0.4852626951164046,532.968800095547,4.850011093854005,18.72863545354922
May_2022,20220508,4814,1593.0,1705,18410.0,0.5302693320911773,536.2742227272022,7.688616535105941,24.82565945084559
May_2022,20220509,4657,1531.0,2646,27180.0,0.4792639121550156,474.26710839715037,5.468327249302126,20.06053755895024
May_2022,20220510,4571,1593.0,1545,16880.0,0.4785799815397224,559.6799869702548,5.761540144388537,20.71136475283629
May_2022,20220511,4648,1593.0,1535,16880.0,0.4931380557199594,468.1050971650356,4.167168674698795,18.05777680650102
May_2022,20220512,4816,1343.0,2019,21540.0,0.46687706485431707,526.8662211658698,2.382059800664452,11.960796206412635
May_2022,20220513,4665,1343.0,2066,22020.0,0.435806579577528,458.902792778661,2.8030010718113614,12.949184544093445
May_2022,20220514,4639,1562.0,2371,24920.0,0.5576198685477439,397.5312953217913,6.2879931019616295,22.02594241150848
May_2022,20220515,4659,1593.0,1375,14810.0,0.5589859040915444,561.7378720682995,7.870143807684053,25.01031318836467
May_2022,20220516,4928,1375.0,2284,24110.0,0.45260063159259295,487.7642465291386,3.2851055194805197,13.812308694513193
May_2022,20220517,5062,1437.0,1962,20930.0,0.45519298968733696,533.3155025543114,5.993875938364283,21.47405675796627
May_2022,20220518,4893,1593.0,1574,33950.0,0.5402634350745953,419.419760955297,11.958307786633966,30.15459450336553
May_2022,20220519,4886,1593.0,1732,18060.0,0.5483801930883061,482.79016070104785,7.460090053213262,24.95143170700532
May_2022,20220520,4812,1593.0,2249,24150.0,0.5030987192944348,549.4405800187617,5.702202826267664,20.77795956161168
May_2022,20220521,4745,1375.0,2094,22110.0,0.4276894077528649,453.2780758454131,2.8754478398314016,12.103329974603861
May_2022,20220522,5115,1375.0,2311,24480.0,0.45351718548686676,539.0615279955881,3.1405669599217987,13.276768124561134
May_2022,20220523,5057,1343.0,2139,22730.0,0.48624100822350236,517.8894728554311,6.056555269922879,20.852954065884592
May_2022,20220524,5022,1312.0,2307,42300.0,0.46509483234748406,497.29666791696815,3.6250497809637596,15.037448895888751
May_2022,20220525,5145,1343.0,2213,23540.0,0.478842883942614,514.6057361207992,3.3931972789115648,15.268740632242883
May_2022,20220526,4946,1531.0,2741,28950.0,0.4604328254713455,411.6779000328714,5.342094621916701,21.016682554136324
May_2022,20220527,1670,31.0,0,0.0,0.41019362370103957,0.0,1.8850299401197605,4.262923167217579
May_2022,20220528,2336,31.0,0,0.0,0.4139993876147067,0.0,2.1862157534246576,4.489149237524967
May_2022,20220529,1741,31.0,0,0.0,0.4150158759526479,0.0,2.0792647903503734,4.283828281632265
May_2022,20220530,2517,62.0,1756,35710.0,0.40636916900107906,1.9438278470435169,2.1589193484306715,4.827486231470253
May_2022,20220531,2781,62.0,1471,50260.0,0.41823782331793663,1.210807472542719,2.3502337288745054,4.559710657079725
