month,timestamp_date,n_samples,P_best_final,N_conv_98,T_conv_98_seconds,duty_std_after_conv,P_ripple_after_conv,mean_abs_error,std_abs_error
Dec_2022,20221201,3308,1156.0,1845,19180.0,0.6427168949142815,335.4026926961117,3.025695284159613,15.22448507642899
Dec_2022,20221202,3174,1031.0,1217,14840.0,0.6474516545362828,383.8992139836412,1.837429111531191,9.65154172233044
Dec_2022,20221203,3154,1156.0,1448,16220.0,0.6709248061486464,307.10419674802614,5.678186429930247,21.448382185863327
Dec_2022,20221204,3204,1187.0,1093,13520.0,0.7110248352792085,262.91628903899976,8.020911360799001,26.02095506888832
Dec_2022,20221205,1202,31.0,0,0.0,0.6298171009697162,0.0,1.3901830282861898,3.387050345272462
Dec_2022,20221206,315,16384.0,127,19980.0,0.6502972879759615,1192.6651029825348,3.123809523809524,8.784064071923328
Dec_2022,20221207,1655,62.0,1425,18660.0,0.6375533497521132,2.0440794675269403,1.795166163141994,4.222181975519833
Dec_2022,20221208,1470,62.0,215,7250.0,0.6299226796473836,4.8135182029999335,1.4081632653061225,6.664124307421242
Dec_2022,20221209,2372,218.0,821,17280.0,0.6507076747230436,51.06658168978111,2.3988195615514334,10.476796814228024
Dec_2022,20221210,3236,531.0,1624,17660.0,0.6973300382533655,145.30400667402168,2.893077873918418,13.915898916032303
Dec_2022,20221211,3120,843.0,1931,22000.0,0.6409080149267897,314.0056270697166,4.630448717948718,18.911251423036873
Dec_2022,20221212,3051,1281.0,1079,13080.0,0.671340757732202,312.4364612393965,3.920681743690593,17.7241412192891
Dec_2022,20221213,2884,1468.0,1285,16930.0,0.638078008409344,375.5913885303503,2.249653259361997,11.832866766704408
Dec_2022,20221214,3093,1031.0,1095,14000.0,0.6348345712149148,387.59796238349725,1.3045586808923375,7.123406422244073
Dec_2022,20221215,3109,1031.0,1143,14550.0,0.6392135277265444,392.97856153837256,1.0791251206175618,7.527652480866293
Dec_2022,20221216,2962,1031.0,1180,14900.0,0.6476121146424156,362.743649883829,2.62390276839973,13.119241506202787
Dec_2022,20221217,2912,16384.0,0,0.0,0.6577650884975864,528.6280574424079,2.0992445054945055,11.523076160943043
Dec_2022,20221218,3190,16384.0,3189,52760.0,0.0,0.0,4.542946708463949,18.881316505541157
Dec_2022,20221219,2939,1062.0,1227,15240.0,0.6797517273962211,345.51120336942046,2.4589996597482138,13.584591257202227
Dec_2022,20221220,3273,1281.0,1945,20030.0,0.652257969012277,343.69001781736443,5.21875954781546,20.573169617696486
Dec_2022,20221221,2812,1468.0,1419,15800.0,0.6403482796505582,191.55011103409137,2.841394025604552,15.014889583038192
Dec_2022,20221222,3223,1031.0,1247,14560.0,0.6425331664467704,396.62764984179205,1.5398696866273658,10.422851076553801
Dec_2022,20221223,3111,1031.0,1164,14770.0,0.6367010398860823,392.04421894060886,1.7823850851816136,9.6352727315728
Dec_2022,20221224,2982,16384.0,2981,54430.0,0.0,0.0,1.3313212608987257,9.362623747997793
Dec_2022,20221225,3129,1031.0,1141,14450.0,0.6381881916940082,393.54336711680213,0.4928092042186002,3.6933309032411343
Dec_2022,20221226,2980,1031.0,1105,14170.0,0.635555986761817,371.40995661350695,1.1144295302013423,7.1405112903169465
Dec_2022,20221227,2979,1000.0,1014,13260.0,0.6396685488325023,361.4801298512778,0.7737495803961061,6.159550540969028
Dec_2022,20221228,3212,1031.0,1110,14160.0,0.6434091329603078,372.19578132669494,1.2683686176836861,9.1597243442568
Dec_2022,20221229,3171,1437.0,1526,16800.0,0.641809304197951,409.93788634129646,2.077578051087985,12.503336031800117
Dec_2022,20221230,3051,1000.0,1144,14510.0,0.6355351063296116,371.7956359868187,1.1474926253687316,7.649871494015151
Dec_2022,20221231,3077,1000.0,1079,13840.0,0.6414210280358866,374.72822124258187,0.856353591160221,6.799767366920977
