month,timestamp_date,n_samples,P_best_final,N_conv_98,T_conv_98_seconds,duty_std_after_conv,P_ripple_after_conv,mean_abs_error,std_abs_error
Jul_2022,20220701,4743,1500.0,2357,23960.0,0.6654097288489631,509.2737254217722,4.629981024667932,18.097931825948955
Jul_2022,20220702,4503,1499.0,1303,13070.0,0.6781500312119437,521.2263707202749,5.635798356651121,20.78801164372661
Jul_2022,20220703,4763,1468.0,2292,23470.0,0.6694900810753648,425.8431145892452,5.534327104765904,20.684095876842502
Jul_2022,20220704,5111,1250.0,1846,38970.0,0.6797954423041342,490.7235180913222,3.7877127763647036,17.17823378354664
Jul_2022,20220705,4718,1281.0,2093,39500.0,0.6635849212687036,503.87004728626687,3.565069944891903,15.79692466324985
Jul_2022,20220706,5312,1562.0,1495,14990.0,0.6461895705921449,499.04536334853515,3.378012048192771,15.36792204621964
Jul_2022,20220707,5455,1250.0,2124,40440.0,0.6595958678299637,490.3307034042355,2.718423464711274,12.448305269315599
Jul_2022,20220708,5299,1406.0,2256,39390.0,0.6696337140136787,492.95834528319136,4.697490092470278,18.27095711864532
Jul_2022,20220709,5182,1249.0,1996,39700.0,0.6638103376514845,520.7584423215546,2.6364338093400232,12.134396989172197
Jul_2022,20220710,5591,1500.0,2425,42830.0,0.669365166861443,467.54466686389367,4.587730280808442,18.15055658996301
Jul_2022,20220711,5110,1593.0,1730,39210.0,0.6793368348301931,461.3251404072048,5.525244618395304,20.16668766400878
Jul_2022,20220712,5462,1375.0,2381,43010.0,0.6736538292458396,408.29502838378943,4.076894910289272,16.542818452784267
Jul_2022,20220713,5405,1531.0,2798,46970.0,0.6595295339629239,400.2612606103445,4.178168362627197,16.830397844708695
Jul_2022,20220714,4660,1250.0,2412,43380.0,0.6487537745381362,466.5613397157088,3.467381974248927,15.306288677396154
Jul_2022,20220715,4254,1593.0,2968,36450.0,0.651505764526863,322.005242950931,3.856605547719793,15.929560214882715
Jul_2022,20220716,4435,1593.0,1397,13970.0,0.701021016796762,481.95556549179344,7.434949267192785,24.764875305747925
Jul_2022,20220717,4727,1593.0,2079,20790.0,0.7188610890774729,458.14707373127993,8.650941400465411,26.48895702212387
Jul_2022,20220718,4824,1562.0,2918,29380.0,0.7069679141067742,373.3879042285729,5.898217247097844,21.35485084729963
Jul_2022,20220719,4499,1500.0,3051,49740.0,0.6458227165845947,387.7044441321268,3.490775727939542,15.101511907506293
Jul_2022,20220720,5089,1562.0,2279,43690.0,0.6784035758627692,459.60857951184545,3.643151896246807,16.13682141787541
Jul_2022,20220721,4971,1531.0,2463,45680.0,0.6441283061902839,505.1194131981985,3.4773687386843695,15.733726247983958
Jul_2022,20220722,5401,16384.0,5258,80860.0,0.6394866452917917,4372.890012042546,4.539344565821144,18.071124343875454
Jul_2022,20220723,5357,16384.0,108,8440.0,0.6463170762833128,978.3935803313501,3.710285607616203,15.589561309385367
Jul_2022,20220724,4452,1562.0,1959,38630.0,0.6587848940296689,422.1761290333521,4.906109613656784,19.50410123309764
Jul_2022,20220725,4975,1562.0,1768,37970.0,0.6907155696819535,512.129811613608,7.647839195979899,24.66601603540746
Jul_2022,20220726,4678,1375.0,2895,50330.0,0.6695976179421421,387.4406674005599,5.731936725096195,20.599938392149973
Jul_2022,20220727,4858,1312.0,2254,22620.0,0.6659622740696735,496.33833045520714,2.9773569370111157,13.587889499349979
Jul_2022,20220728,4754,1500.0,2737,48670.0,0.6558797952590282,382.2508906301658,4.751998317206563,19.511144193553438
Jul_2022,20220729,5378,1406.0,3048,47230.0,0.6664538064118467,362.1132461637226,6.921718110821867,23.192357491940527
Jul_2022,20220730,4962,1250.0,1986,41130.0,0.6389434520971806,472.7037774621211,2.393591293833132,10.881397926884476
Jul_2022,20220731,5114,1531.0,1811,38360.0,0.6872694916430508,479.763427370194,7.104028157997654,23.923621280996468
