file,output,total_rows,valid_rows,skipped_invalid_rows,skipped_low_power_rows,clipped_voltage_rows,clipped_current_rows,power_watts_min,power_watts_mean,power_watts_max,voltage_min,voltage_mean,voltage_max,current_min,current_mean,current_max,voltage_int_min,voltage_int_mean,voltage_int_max,current_int_min,current_int_mean,current_int_max
Apr_2023.csv,Apr_2023_dataset.txt,267624,133216,8424,125984,0,0,1000.0,24125.99087196733,51000.0,474.0,483.6115331491713,497.0,2.028397565922921,49.92783662964771,106.91823899371069,7584.0,7737.784530386741,7952.0,260.0,6390.720348907038,13686.0
